brand_id,brand_name,product_name,campaign_name,campaign_phase
3353,Pepsi,Pepsi Wild Cherry,CustomerFirst,Post-Launch
3354,Coca-Cola,Sprite,WinterWonders,Post-Launch
3355,Adidas,Predator,HolidaySpecial,Pre-Launch
3356,Coca-Cola,Fanta,HolidaySpecial,Post-Launch
3357,Toyota,Tundra,FallCollection,Pre-Launch
3358,Samsung,Galaxy Z Fold,DigitalTransformation,Post-Launch
3359,Pepsi,Pepsi Wild Cherry,NewYearNewYou,Post-Launch
3360,Toyota,Camry,InnovationX,Launch
3361,Pepsi,Pepsi Max,HolidaySpecial,Post-Launch
3362,Toyota,RAV4,SpringBlast2025,Post-Launch
3363,Google,Nest Thermostat,NextGeneration,Launch
3364,Google,Nest Thermostat,LocalTouchpoints,Pre-Launch
3365,Toyota,RAV4,ReferralBonus,Launch
3366,Google,Pixel Buds,WinterWonders,Post-Launch
3367,Microsoft,Xbox Series X,CyberMonday,Pre-Launch
3368,Pepsi,Pepsi Zero Sugar,EarthDay,Launch
3369,Apple,Mac Mini,CyberMonday,Launch
3370,Microsoft,Xbox Elite Controller,PowerRelease,Post-Launch
3371,Google,Pixel Watch,WinterWonders,Launch
3372,Microsoft,Surface Laptop,LocalTouchpoints,Launch
3373,Samsung,Galaxy S25,SummerSale,Launch
3374,Nike,FlyKnit,HolidaySpecial,Post-Launch
3375,Amazon,Fire TV,LaunchWave,Launch
3376,Apple,iPhone 15,BlackFriday,Launch
3377,Apple,iPhone 15,DigitalTransformation,Launch
3378,Microsoft,Xbox Series X,ReferralBonus,Post-Launch
3379,Toyota,Prius,NewYearNewYou,Launch
3380,Pepsi,Pepsi Wild Cherry,ValentinesDeals,Pre-Launch
3381,Adidas,Stan Smith,CyberMonday,Launch
3382,Microsoft,Surface Laptop,FallCollection,Pre-Launch
3383,Pepsi,Pepsi Wild Cherry,SustainableFuture,Post-Launch
3384,Microsoft,Xbox Elite Controller,ValentinesDeals,Post-Launch
3385,Nike,Air Max,DigitalTransformation,Launch
3386,Pepsi,Pepsi Wild Cherry,SustainableFuture,Pre-Launch
3387,Amazon,Kindle,SpringBlast2025,Post-Launch
3388,Toyota,Corolla,InnovationX,Post-Launch
3389,Coca-Cola,Fanta,SustainableFuture,Launch
3390,Adidas,Superstar,EarthDay,Launch
3391,Samsung,Galaxy S25,PowerRelease,Launch
3392,Apple,iPad Air,NewYearNewYou,Post-Launch
3393,Amazon,Kindle,SpringBlast2025,Pre-Launch
3394,Pepsi,Diet Pepsi,LoyaltyRewards,Pre-Launch
3395,Apple,AirPods Pro,LaunchWave,Launch
3396,Adidas,Samba,ReferralBonus,Launch
3397,Toyota,Prius,InnovationX,Post-Launch
3398,Apple,Mac Mini,LoyaltyRewards,Launch
3399,Pepsi,Pepsi Wild Cherry,InnovationX,Post-Launch
3400,Toyota,Tacoma,DigitalTransformation,Post-Launch
3401,Amazon,Kindle,FallCollection,Launch
3402,Microsoft,Xbox Series X,LaunchWave,Pre-Launch
3403,Pepsi,Diet Pepsi,BackToSchool,Post-Launch
3404,Adidas,Predator,SustainableFuture,Pre-Launch
3405,Nike,React,LoyaltyRewards,Pre-Launch
3406,Google,Nest Hub,ValentinesDeals,Pre-Launch
3407,Amazon,Halo Band,InnovationX,Launch
3408,Amazon,Kindle,CyberMonday,Pre-Launch
3409,Microsoft,Surface Laptop,CustomerFirst,Post-Launch
3410,Toyota,Camry,LaunchWave,Pre-Launch
3411,Samsung,Neo QLED TV,LocalTouchpoints,Post-Launch
3412,Coca-Cola,Coca-Cola Vanilla,ValentinesDeals,Pre-Launch
3413,Coca-Cola,Coca-Cola Cherry,ValentinesDeals,Post-Launch
3414,Nike,Air Force 1,InnovationX,Pre-Launch
3415,Toyota,Corolla,SustainableFuture,Pre-Launch
3416,Amazon,Echo Dot,FallCollection,Pre-Launch
3417,Nike,Air Force 1,GlobalCampaign,Launch
3418,Nike,Epic React,CustomerFirst,Launch
3419,Toyota,Prius,DigitalTransformation,Pre-Launch
3420,Microsoft,Xbox Series X,ValentinesDeals,Post-Launch
3421,Nike,Air Max,GlobalCampaign,Pre-Launch
3422,Pepsi,Pepsi Wild Cherry,NextGeneration,Launch
3423,Coca-Cola,Diet Coke,FallCollection,Launch
3424,Amazon,Halo Band,LocalTouchpoints,Pre-Launch
3425,Pepsi,Pepsi Zero Sugar,GlobalCampaign,Pre-Launch
3426,Apple,iMac,PowerRelease,Pre-Launch
3427,Coca-Cola,Coca-Cola Cherry,HolidaySpecial,Pre-Launch
3428,Amazon,Fire Tablet,CustomerFirst,Pre-Launch
3429,Samsung,Galaxy Tab,PowerRelease,Pre-Launch
3430,Microsoft,Xbox Series X,SummerSale,Pre-Launch
3431,Coca-Cola,Coca-Cola Cherry,BlackFriday,Launch
3432,Coca-Cola,Coca-Cola Cherry,GlobalCampaign,Pre-Launch
3433,Apple,iMac,SummerSale,Launch
3434,Nike,Air Max,BackToSchool,Post-Launch
3435,Amazon,Echo Dot,LocalTouchpoints,Post-Launch
3436,Amazon,Fire TV,CustomerFirst,Launch
3437,Microsoft,Surface Duo,NextGeneration,Launch
3438,Amazon,Halo Band,InnovationX,Pre-Launch
3439,Samsung,Galaxy Watch,NewYearNewYou,Pre-Launch
3440,Adidas,Yeezy,LocalTouchpoints,Launch
3441,Google,Pixel 8,SustainableFuture,Pre-Launch
3442,Microsoft,Xbox Elite Controller,LaunchWave,Launch
3443,Samsung,Galaxy Tab,BlackFriday,Pre-Launch
3444,Toyota,Sienna,EarthDay,Launch
3445,Pepsi,Diet Pepsi,DigitalTransformation,Post-Launch
3446,Google,Pixel Watch,SummerDreams,Launch
3447,Adidas,Predator,SpringBlast2025,Launch
3448,Microsoft,Surface Duo,EarthDay,Pre-Launch
3449,Google,Chromebook,DigitalTransformation,Pre-Launch
3450,Pepsi,Diet Pepsi,SpringBlast2025,Launch
3451,Microsoft,Surface Pro,PowerRelease,Launch
3452,Amazon,Kindle,DigitalTransformation,Post-Launch
3453,Amazon,Fire Tablet,BackToSchool,Launch
3454,Toyota,Tundra,PowerRelease,Pre-Launch
3455,Nike,Epic React,CyberMonday,Launch
3456,Adidas,Gazelle,SpringBlast2025,Launch
3457,Amazon,Echo Dot,SustainableFuture,Launch
3458,Pepsi,Pepsi Max,NewYearNewYou,Post-Launch
3459,Google,Nest Thermostat,EarthDay,Launch
3460,Apple,Apple Watch,SummerSale,Post-Launch
3461,Coca-Cola,Coca-Cola Cherry,BlackFriday,Pre-Launch
3462,Apple,Mac Mini,CustomerFirst,Pre-Launch
3463,Coca-Cola,Sprite,SpringBlast2025,Post-Launch
3464,Pepsi,Diet Pepsi,LocalTouchpoints,Pre-Launch
3465,Amazon,Eero WiFi,WinterWonders,Launch
3466,Coca-Cola,Coca-Cola Cherry,SummerDreams,Launch
3467,Toyota,Camry,BackToSchool,Launch
3468,Toyota,Sienna,LoyaltyRewards,Launch
3469,Toyota,Sienna,InnovationX,Post-Launch
3470,Nike,FlyKnit,GlobalCampaign,Post-Launch
3471,Toyota,Tacoma,ValentinesDeals,Pre-Launch
3472,Amazon,Eero WiFi,DigitalTransformation,Launch
3473,Microsoft,Surface Laptop,NextGeneration,Post-Launch
3474,Toyota,Corolla,BackToSchool,Launch
3475,Amazon,Fire TV,LocalTouchpoints,Pre-Launch
3476,Adidas,Gazelle,HolidaySpecial,Launch
3477,Nike,Zoom Pegasus,ReferralBonus,Launch
3478,Microsoft,Surface Go,BackToSchool,Pre-Launch
3479,Toyota,Sienna,SpringBlast2025,Pre-Launch
3480,Google,Chromebook,InnovationX,Pre-Launch
3481,Google,Nest Thermostat,SummerSale,Pre-Launch
3482,Adidas,Superstar,NewYearNewYou,Pre-Launch
3483,Nike,FlyKnit,CustomerFirst,Post-Launch
3484,Apple,iMac,InnovationX,Post-Launch
3485,Amazon,Ring Camera,LaunchWave,Launch
3486,Nike,Epic React,CyberMonday,Post-Launch
3487,Coca-Cola,Coca-Cola Cherry,EarthDay,Launch
3488,Apple,Apple Watch,LocalTouchpoints,Launch
3489,Google,Pixel Watch,EarthDay,Launch
3490,Coca-Cola,Coke Zero,ValentinesDeals,Post-Launch
3491,Nike,Dri-FIT,SummerDreams,Launch
3492,Samsung,Galaxy Watch,LaunchWave,Launch
3493,Toyota,Tundra,WinterWonders,Pre-Launch
3494,Nike,React,GlobalCampaign,Pre-Launch
3495,Nike,Air Max,NextGeneration,Post-Launch
3496,Samsung,Galaxy Z Fold,ReferralBonus,Post-Launch
3497,Adidas,Samba,GlobalCampaign,Launch
3498,Google,Nest Thermostat,BackToSchool,Post-Launch
3499,Samsung,Galaxy Buds,LoyaltyRewards,Launch
3500,Google,Pixel 8,ValentinesDeals,Launch
3501,Google,Pixel Watch,SummerSale,Post-Launch
3502,Nike,FlyKnit,WinterWonders,Pre-Launch
3503,Pepsi,Pepsi Lime,LoyaltyRewards,Launch
3504,Google,Chromebook,LocalTouchpoints,Launch
3505,Samsung,Galaxy Buds,EarthDay,Launch
3506,Amazon,Halo Band,NewYearNewYou,Post-Launch
3507,Microsoft,Xbox Elite Controller,InnovationX,Post-Launch
3508,Toyota,Highlander,BackToSchool,Pre-Launch
3509,Samsung,Galaxy S25,DigitalTransformation,Post-Launch
3510,Adidas,NMD,SummerDreams,Pre-Launch
3511,Toyota,Tundra,WinterWonders,Post-Launch
3512,Amazon,Ring Camera,FallCollection,Post-Launch
3513,Samsung,Galaxy Z Fold,BlackFriday,Pre-Launch
3514,Apple,iPhone 15,BackToSchool,Post-Launch
3515,Nike,Dri-FIT,HolidaySpecial,Launch
3516,Google,Pixel Tablet,LocalTouchpoints,Pre-Launch
3517,Pepsi,Pepsi Wild Cherry,CustomerFirst,Pre-Launch
3518,Microsoft,Surface Laptop,CustomerFirst,Pre-Launch
3519,Samsung,Neo QLED TV,InnovationX,Launch
3520,Adidas,Superstar,DigitalTransformation,Pre-Launch
3521,Adidas,Ultraboost,SummerSale,Post-Launch
3522,Pepsi,Pepsi Lime,BackToSchool,Post-Launch
3523,Samsung,Galaxy Watch,FallCollection,Post-Launch
3524,Adidas,NMD,PowerRelease,Launch
3525,Nike,Zoom Pegasus,LocalTouchpoints,Launch
3526,Apple,iPad Air,BackToSchool,Pre-Launch
3527,Pepsi,Pepsi Zero Sugar,BlackFriday,Launch
3528,Samsung,Galaxy S25,BlackFriday,Pre-Launch
3529,Adidas,Gazelle,NextGeneration,Pre-Launch
3530,Coca-Cola,Diet Coke,BlackFriday,Pre-Launch
3531,Coca-Cola,Coca-Cola Vanilla,LoyaltyRewards,Pre-Launch
3532,Nike,Air Jordan,NextGeneration,Pre-Launch
3533,Nike,Zoom Pegasus,GlobalCampaign,Launch
3534,Amazon,Fire Tablet,CustomerFirst,Launch
3535,Amazon,Echo Dot,DigitalTransformation,Pre-Launch
3536,Apple,iMac,HolidaySpecial,Pre-Launch
3537,Google,Pixel Buds,EarthDay,Pre-Launch
3538,Apple,AirPods Pro,InnovationX,Post-Launch
3539,Nike,Zoom Pegasus,BackToSchool,Post-Launch
3540,Adidas,Predator,LoyaltyRewards,Launch
3541,Toyota,Corolla,LoyaltyRewards,Post-Launch
3542,Coca-Cola,Fanta,SummerDreams,Launch
3543,Google,Pixel Watch,DigitalTransformation,Launch
3544,Google,Nest Thermostat,WinterWonders,Launch
3545,Coca-Cola,Coca-Cola Cherry,LaunchWave,Post-Launch
3546,Microsoft,Surface Laptop,WinterWonders,Launch
3547,Nike,Air Force 1,LaunchWave,Pre-Launch
3548,Pepsi,Pepsi Lime,SummerDreams,Pre-Launch
3549,Amazon,Ring Camera,WinterWonders,Pre-Launch
3550,Microsoft,Surface Laptop,InnovationX,Pre-Launch
3551,Google,Nest Thermostat,InnovationX,Launch
3552,Coca-Cola,Coke Zero,HolidaySpecial,Launch
3553,Toyota,Tacoma,LaunchWave,Pre-Launch
3554,Adidas,Gazelle,SummerSale,Pre-Launch
3555,Coca-Cola,Sprite,CyberMonday,Post-Launch
3556,Pepsi,Pepsi Wild Cherry,BlackFriday,Post-Launch
3557,Apple,MacBook Pro,HolidaySpecial,Launch
3558,Pepsi,Pepsi Zero Sugar,HolidaySpecial,Launch
3559,Coca-Cola,Coke Zero,NextGeneration,Launch
3560,Amazon,Eero WiFi,WinterWonders,Post-Launch
3561,Pepsi,Pepsi Lime,CyberMonday,Post-Launch
3562,Microsoft,Surface Laptop,BlackFriday,Pre-Launch
3563,Google,Chromebook,SpringBlast2025,Pre-Launch
3564,Samsung,Galaxy Tab,LoyaltyRewards,Post-Launch
3565,Nike,Air Jordan,BlackFriday,Launch
3566,Adidas,Gazelle,EarthDay,Post-Launch
3567,Nike,Air Max,ReferralBonus,Launch
3568,Adidas,Samba,EarthDay,Launch
3569,Nike,Epic React,FallCollection,Post-Launch
3570,Coca-Cola,Coca-Cola Cherry,LaunchWave,Launch
3571,Google,Chromebook,SustainableFuture,Post-Launch
3572,Google,Nest Thermostat,HolidaySpecial,Launch
3573,Samsung,Galaxy Buds,GlobalCampaign,Pre-Launch
3574,Toyota,Tundra,ReferralBonus,Pre-Launch
3575,Google,Nest Hub,CustomerFirst,Post-Launch
3576,Amazon,Fire Tablet,SummerSale,Post-Launch
3577,Microsoft,Xbox Series X,SpringBlast2025,Launch
3578,Coca-Cola,Coca-Cola Cherry,FallCollection,Post-Launch
3579,Toyota,Prius,GlobalCampaign,Post-Launch
3580,Google,Pixel Tablet,PowerRelease,Post-Launch
3581,Coca-Cola,Coca-Cola Vanilla,ReferralBonus,Launch
3582,Toyota,Corolla,DigitalTransformation,Post-Launch
3583,Toyota,Tundra,CyberMonday,Launch
3584,Nike,FlyKnit,SummerDreams,Post-Launch
3585,Apple,AirPods Pro,CyberMonday,Launch
3586,Apple,iMac,NextGeneration,Post-Launch
3587,Nike,Air Max,ValentinesDeals,Pre-Launch
3588,Nike,Epic React,CustomerFirst,Pre-Launch
3589,Apple,MacBook Pro,SpringBlast2025,Post-Launch
3590,Amazon,Ring Camera,NewYearNewYou,Launch
3591,Nike,Air Force 1,HolidaySpecial,Launch
3592,Nike,Air Max,BlackFriday,Launch
3593,Amazon,Eero WiFi,DigitalTransformation,Pre-Launch
3594,Google,Pixel Tablet,DigitalTransformation,Pre-Launch
3595,Toyota,Corolla,BlackFriday,Post-Launch
3596,Toyota,Tacoma,NewYearNewYou,Pre-Launch
3597,Samsung,Galaxy Watch,NextGeneration,Pre-Launch
3598,Amazon,Ring Camera,GlobalCampaign,Pre-Launch
3599,Google,Chromebook,SpringBlast2025,Launch
3600,Toyota,Corolla,GlobalCampaign,Post-Launch
3601,Adidas,Ultraboost,WinterWonders,Launch
3602,Nike,Air Force 1,LoyaltyRewards,Launch
3603,Toyota,Highlander,BackToSchool,Post-Launch
3604,Nike,Zoom Pegasus,ValentinesDeals,Post-Launch
3605,Coca-Cola,Diet Coke,SummerSale,Launch
3606,Toyota,Tundra,LoyaltyRewards,Post-Launch
3607,Samsung,Galaxy Z Fold,EarthDay,Launch
3608,Adidas,Ultraboost,CyberMonday,Pre-Launch
3609,Samsung,Galaxy Tab,CyberMonday,Pre-Launch
3610,Google,Pixel 8,FallCollection,Launch
3611,Amazon,Kindle,ValentinesDeals,Launch
3612,Apple,iPhone 15,ValentinesDeals,Launch
3613,Amazon,Ring Camera,CustomerFirst,Launch
3614,Amazon,Fire TV,EarthDay,Launch
3615,Toyota,Camry,DigitalTransformation,Post-Launch
3616,Nike,Dri-FIT,EarthDay,Post-Launch
3617,Google,Pixel Watch,InnovationX,Pre-Launch
3618,Google,Nest Hub,SummerSale,Post-Launch
3619,Google,Chromebook,BlackFriday,Pre-Launch
3620,Adidas,Yeezy,FallCollection,Pre-Launch
3621,Toyota,Tundra,ReferralBonus,Post-Launch
3622,Toyota,Prius,BlackFriday,Post-Launch
3623,Adidas,NMD,HolidaySpecial,Launch
3624,Nike,Zoom Pegasus,EarthDay,Post-Launch
3625,Nike,Dri-FIT,ValentinesDeals,Pre-Launch
3626,Pepsi,Pepsi Lime,PowerRelease,Post-Launch
3627,Samsung,Neo QLED TV,NextGeneration,Pre-Launch
3628,Coca-Cola,Coca-Cola Cherry,ValentinesDeals,Launch
3629,Apple,Apple Watch,CyberMonday,Post-Launch
3630,Nike,Zoom Pegasus,CustomerFirst,Pre-Launch
3631,Apple,Mac Mini,SpringBlast2025,Launch
3632,Google,Pixel 8,PowerRelease,Pre-Launch
3633,Google,Nest Hub,SpringBlast2025,Post-Launch
3634,Coca-Cola,Sprite,InnovationX,Pre-Launch
3635,Amazon,Eero WiFi,LocalTouchpoints,Post-Launch
3636,Amazon,Eero WiFi,ReferralBonus,Post-Launch
3637,Google,Pixel Buds,LoyaltyRewards,Post-Launch
3638,Samsung,Galaxy Tab,HolidaySpecial,Post-Launch
3639,Toyota,Camry,CyberMonday,Launch
3640,Pepsi,Crystal Pepsi,GlobalCampaign,Post-Launch
3641,Apple,iMac,ValentinesDeals,Pre-Launch
3642,Microsoft,Xbox Elite Controller,SummerDreams,Launch
3643,Google,Nest Hub,NextGeneration,Post-Launch
3644,Apple,iPad Air,EarthDay,Pre-Launch
3645,Nike,FlyKnit,EarthDay,Launch
3646,Samsung,Galaxy Watch,GlobalCampaign,Post-Launch
3647,Google,Chromebook,SummerDreams,Post-Launch
3648,Apple,Vision Pro,LaunchWave,Launch
3649,Microsoft,Surface Laptop,NextGeneration,Pre-Launch
3650,Amazon,Fire TV,BackToSchool,Pre-Launch
3651,Amazon,Fire Tablet,GlobalCampaign,Pre-Launch
3652,Pepsi,Pepsi Lime,LocalTouchpoints,Launch
3653,Pepsi,Diet Pepsi,ValentinesDeals,Pre-Launch
3654,Google,Pixel Watch,FallCollection,Launch
3655,Apple,iPad Air,BlackFriday,Pre-Launch
3656,Apple,Mac Mini,ValentinesDeals,Launch
3657,Adidas,Gazelle,CustomerFirst,Pre-Launch
3658,Coca-Cola,Sprite,ReferralBonus,Pre-Launch
3659,Coca-Cola,Diet Coke,PowerRelease,Pre-Launch
3660,Coca-Cola,Coca-Cola Vanilla,NextGeneration,Post-Launch
3661,Adidas,NMD,LocalTouchpoints,Post-Launch
3662,Apple,Apple Watch,HolidaySpecial,Post-Launch
3663,Nike,Air Jordan,BackToSchool,Launch
3664,Apple,Vision Pro,FallCollection,Pre-Launch
3665,Adidas,Superstar,CustomerFirst,Launch
3666,Coca-Cola,Diet Coke,LaunchWave,Post-Launch
3667,Adidas,NMD,BlackFriday,Launch
3668,Google,Chromebook,SummerDreams,Pre-Launch
3669,Adidas,Stan Smith,LocalTouchpoints,Pre-Launch
3670,Microsoft,Xbox Elite Controller,ValentinesDeals,Pre-Launch
3671,Coca-Cola,Coca-Cola Vanilla,GlobalCampaign,Post-Launch
3672,Samsung,Neo QLED TV,LoyaltyRewards,Launch
3673,Microsoft,Surface Go,LocalTouchpoints,Post-Launch
3674,Pepsi,Crystal Pepsi,CustomerFirst,Post-Launch
3675,Coca-Cola,Sprite,GlobalCampaign,Post-Launch
3676,Nike,Epic React,SustainableFuture,Post-Launch
3677,Coca-Cola,Coca-Cola Cherry,SummerSale,Post-Launch
3678,Pepsi,Crystal Pepsi,DigitalTransformation,Pre-Launch
3679,Toyota,Corolla,WinterWonders,Post-Launch
3680,Coca-Cola,Diet Coke,SustainableFuture,Launch
3681,Amazon,Halo Band,EarthDay,Launch
3682,Pepsi,Crystal Pepsi,BlackFriday,Post-Launch
3683,Microsoft,Surface Laptop,PowerRelease,Pre-Launch
3684,Apple,Apple Watch,CyberMonday,Pre-Launch
3685,Pepsi,Pepsi Zero Sugar,CyberMonday,Post-Launch
3686,Pepsi,Pepsi Max,LoyaltyRewards,Pre-Launch
3687,Toyota,Prius,LoyaltyRewards,Pre-Launch
3688,Apple,Mac Mini,NextGeneration,Pre-Launch
3689,Google,Pixel Tablet,EarthDay,Launch
3690,Nike,Zoom Pegasus,InnovationX,Launch
3691,Pepsi,Pepsi Lime,ValentinesDeals,Launch
3692,Samsung,Neo QLED TV,HolidaySpecial,Launch
3693,Coca-Cola,Coca-Cola Vanilla,NextGeneration,Launch
3694,Apple,iPhone 15,SummerSale,Post-Launch
3695,Nike,Dri-FIT,DigitalTransformation,Post-Launch
3696,Apple,Apple Watch,EarthDay,Post-Launch
3697,Amazon,Fire TV,LoyaltyRewards,Pre-Launch
3698,Amazon,Eero WiFi,InnovationX,Launch
3699,Coca-Cola,Fanta,CyberMonday,Launch
3700,Toyota,Corolla,SpringBlast2025,Launch
3701,Nike,React,SummerSale,Launch
3702,Apple,MacBook Pro,BackToSchool,Post-Launch
3703,Pepsi,Pepsi Zero Sugar,BlackFriday,Post-Launch
3704,Microsoft,Xbox Series X,ReferralBonus,Pre-Launch
3705,Nike,Air Max,BlackFriday,Post-Launch
3706,Pepsi,Pepsi Max,HolidaySpecial,Pre-Launch
3707,Pepsi,Crystal Pepsi,EarthDay,Post-Launch
3708,Adidas,Predator,LaunchWave,Pre-Launch
3709,Toyota,RAV4,GlobalCampaign,Post-Launch
3710,Samsung,Neo QLED TV,NewYearNewYou,Pre-Launch
3711,Amazon,Eero WiFi,NextGeneration,Post-Launch
3712,Amazon,Halo Band,LocalTouchpoints,Post-Launch
3713,Apple,Vision Pro,SummerSale,Post-Launch
3714,Apple,iMac,CustomerFirst,Pre-Launch
3715,Toyota,Sienna,CustomerFirst,Post-Launch
3716,Samsung,Galaxy Watch,LocalTouchpoints,Pre-Launch
3717,Google,Pixel Buds,DigitalTransformation,Post-Launch
3718,Samsung,Galaxy Buds,CyberMonday,Launch
3719,Amazon,Echo Dot,SummerDreams,Post-Launch
3720,Google,Chromebook,PowerRelease,Post-Launch
3721,Samsung,Galaxy Z Fold,ValentinesDeals,Post-Launch
3722,Google,Pixel Watch,LaunchWave,Post-Launch
3723,Adidas,Gazelle,BackToSchool,Post-Launch
3724,Adidas,Samba,LoyaltyRewards,Post-Launch
3725,Amazon,Eero WiFi,EarthDay,Launch
3726,Amazon,Fire Tablet,SustainableFuture,Post-Launch
3727,Apple,iPhone 15,LoyaltyRewards,Pre-Launch
3728,Microsoft,Xbox Elite Controller,ReferralBonus,Post-Launch
3729,Microsoft,Xbox Elite Controller,LocalTouchpoints,Launch
3730,Toyota,Corolla,HolidaySpecial,Launch
3731,Pepsi,Crystal Pepsi,ReferralBonus,Pre-Launch
3732,Nike,React,LoyaltyRewards,Launch
3733,Toyota,RAV4,ReferralBonus,Post-Launch
3734,Apple,iPad Air,GlobalCampaign,Launch
3735,Amazon,Halo Band,NextGeneration,Pre-Launch
3736,Adidas,NMD,CyberMonday,Pre-Launch
3737,Google,Pixel Buds,FallCollection,Launch
3738,Google,Nest Thermostat,ValentinesDeals,Post-Launch
3739,Adidas,Samba,SummerSale,Post-Launch
3740,Microsoft,Surface Duo,BackToSchool,Launch
3741,Adidas,Samba,BackToSchool,Post-Launch
3742,Apple,AirPods Pro,EarthDay,Pre-Launch
3743,Adidas,Gazelle,PowerRelease,Pre-Launch
3744,Nike,Dri-FIT,NewYearNewYou,Launch
3745,Nike,Air Force 1,BackToSchool,Launch
3746,Apple,iMac,SummerDreams,Pre-Launch
3747,Coca-Cola,Sprite,EarthDay,Post-Launch
3748,Google,Pixel 8,LocalTouchpoints,Launch
3749,Samsung,Galaxy Buds,GlobalCampaign,Post-Launch
3750,Adidas,Yeezy,SummerDreams,Launch
3751,Adidas,Stan Smith,CustomerFirst,Post-Launch
3752,Samsung,Galaxy S25,SummerSale,Post-Launch
3753,Coca-Cola,Diet Coke,SpringBlast2025,Post-Launch
3754,Toyota,Corolla,BlackFriday,Pre-Launch
3755,Toyota,Sienna,LocalTouchpoints,Post-Launch
3756,Toyota,Sienna,WinterWonders,Pre-Launch
3757,Samsung,Galaxy Z Fold,CustomerFirst,Post-Launch
3758,Toyota,Tacoma,InnovationX,Pre-Launch
3759,Amazon,Halo Band,BlackFriday,Post-Launch
3760,Samsung,Galaxy S25,EarthDay,Post-Launch
3761,Coca-Cola,Coca-Cola Cherry,PowerRelease,Launch
3762,Google,Chromebook,ValentinesDeals,Launch
3763,Nike,Zoom Pegasus,SpringBlast2025,Launch
3764,Google,Pixel Tablet,NextGeneration,Post-Launch
3765,Microsoft,Surface Go,SummerSale,Post-Launch
3766,Pepsi,Diet Pepsi,FallCollection,Post-Launch
3767,Apple,Vision Pro,NewYearNewYou,Post-Launch
3768,Pepsi,Pepsi Lime,FallCollection,Launch
3769,Nike,Air Force 1,FallCollection,Pre-Launch
3770,Samsung,Galaxy Watch,BlackFriday,Launch
3771,Google,Nest Thermostat,GlobalCampaign,Launch
3772,Adidas,Yeezy,InnovationX,Launch
3773,Toyota,Prius,LaunchWave,Launch
3774,Toyota,Highlander,FallCollection,Launch
3775,Apple,Mac Mini,SustainableFuture,Pre-Launch
3776,Coca-Cola,Coca-Cola Cherry,LoyaltyRewards,Post-Launch
3777,Apple,iPhone 15,ReferralBonus,Pre-Launch
3778,Nike,Air Max,NextGeneration,Pre-Launch
3779,Coca-Cola,Coca-Cola Cherry,SustainableFuture,Pre-Launch
3780,Samsung,Neo QLED TV,LaunchWave,Launch
3781,Microsoft,Surface Laptop,GlobalCampaign,Post-Launch
3782,Pepsi,Pepsi Wild Cherry,FallCollection,Launch
3783,Google,Pixel 8,EarthDay,Post-Launch
3784,Toyota,Corolla,BackToSchool,Pre-Launch
3785,Pepsi,Crystal Pepsi,EarthDay,Launch
3786,Nike,Air Jordan,WinterWonders,Launch
3787,Nike,Air Jordan,ValentinesDeals,Launch
3788,Apple,iPad Air,SustainableFuture,Post-Launch
3789,Amazon,Halo Band,ValentinesDeals,Post-Launch
3790,Toyota,Prius,SummerDreams,Pre-Launch
3791,Microsoft,Xbox Elite Controller,EarthDay,Pre-Launch
3792,Coca-Cola,Coca-Cola Cherry,NextGeneration,Pre-Launch
3793,Nike,Air Jordan,BackToSchool,Pre-Launch
3794,Toyota,Highlander,LaunchWave,Launch
3795,Amazon,Ring Camera,InnovationX,Post-Launch
3796,Samsung,Galaxy Buds,HolidaySpecial,Launch
3797,Nike,Air Force 1,NewYearNewYou,Post-Launch
3798,Samsung,Galaxy Tab,EarthDay,Pre-Launch
3799,Nike,Air Max,BackToSchool,Pre-Launch
3800,Toyota,Sienna,FallCollection,Pre-Launch
3801,Amazon,Ring Camera,SummerSale,Post-Launch
3802,Adidas,Ultraboost,LaunchWave,Launch
3803,Coca-Cola,Sprite,CustomerFirst,Pre-Launch
3804,Adidas,Predator,SummerDreams,Launch
3805,Google,Pixel Buds,SummerSale,Post-Launch
3806,Nike,Air Jordan,SustainableFuture,Pre-Launch
3807,Microsoft,Surface Laptop,HolidaySpecial,Launch
3808,Adidas,Ultraboost,EarthDay,Launch
3809,Coca-Cola,Sprite,LaunchWave,Post-Launch
3810,Toyota,RAV4,HolidaySpecial,Post-Launch
3811,Amazon,Ring Camera,CyberMonday,Pre-Launch
3812,Pepsi,Diet Pepsi,GlobalCampaign,Post-Launch
3813,Toyota,Highlander,SpringBlast2025,Launch
3814,Nike,Air Jordan,InnovationX,Launch
3815,Toyota,Tundra,LaunchWave,Launch
3816,Adidas,Superstar,SpringBlast2025,Pre-Launch
3817,Google,Pixel Watch,SummerDreams,Pre-Launch
3818,Apple,iPad Air,NextGeneration,Launch
3819,Adidas,Predator,CyberMonday,Launch
3820,Apple,Apple Watch,SummerSale,Launch
3821,Apple,Mac Mini,InnovationX,Launch
3822,Google,Chromebook,BackToSchool,Launch
3823,Amazon,Fire TV,LoyaltyRewards,Post-Launch
3824,Apple,iPhone 15,DigitalTransformation,Pre-Launch
3825,Coca-Cola,Sprite,NewYearNewYou,Pre-Launch
3826,Google,Nest Hub,BackToSchool,Post-Launch
3827,Toyota,Highlander,SummerDreams,Launch
3828,Amazon,Kindle,DigitalTransformation,Pre-Launch
3829,Samsung,Galaxy Buds,EarthDay,Post-Launch
